Potra	Potri	AT_best_hit	AT_Gene_Names	AT_description
Potra2n15c29125	Potri.015G010900	AT5G26760	ATRIMA	ATRIMA
Potra2n15c29124	Potri.015G011100	AT5G53060	ATRCF3	ATRCF3
Potra2n15c29123	Potri.015G011200	AT4G03220	None	AT4G03220
Potra2n15c29122	Potri.015G011300	AT5G53050	None	AT5G53050
Potra2n12c23830	Potri.015G011500	AT5G53045	None	AT5G53045
Potra2n15c29120	Potri.015G011500	AT5G53045	None	AT5G53045
Potra2n15c29119	Potri.015G011800	AT5G53040	ATRKD4	ATRKD4
Potra2n15c29118	Potri.015G011900	AT4G27810	None	AT4G27810
Potra2n15c29117	Potri.015G012000	AT5G53020	None	AT5G53020
Potra2n15c29116	Potri.015G012200	AT5G53000	ATTAP46	ATTAP46
Potra2n15c29115	Potri.015G012300	AT5G52990	None	AT5G52990
Potra2n15c29114	Potri.015G012400	AT5G24300	ATSS1	ATSS1
Potra2n15c29113	Potri.015G012500	AT3G49260	ATiqd21	ATiqd21
Potra2n15c29112	Potri.015G012600	AT3G49250	ATDMS3	ATDMS3
Potra2n15c29111	Potri.015G012700	AT4G22000	ATMS82	ATMS82
Potra2n15c29110	Potri.015G012800	AT4G00990	ATJMJ27	ATJMJ27
Potra2n15c29109	Potri.015G012900	AT5G53350	ATCLPX	ATCLPX
Potra2n15c29108	Potri.015G013000	AT4G27880	ATSINoneT4	ATSINoneT4
Potra2n15c29106	Potri.015G013200	AT5G24270	ATSOS3	ATSOS3
Potra2n15c29105	Potri.015G013300	AT5G60490	ATFLA12	ATFLA12
Potra2n15c29103	Potri.015G013400	AT5G24260	None	AT5G24260
Potra2n15c29101	Potri.015G013500	AT3G23880	None	AT3G23880
Potra2n15c29100	Potri.015G013600	AT5G24240	AtPI4Kgamma3	AtPI4Kgamma3
Potra2n15c29099	Potri.015G013700	AT3G49220	ATPME34	ATPME34
Potra2n15c29097	Potri.015G013800	AT3G16210	None	AT3G16210
Potra2n15c29096	Potri.015G013900	AT5G53400	ATBOB1	ATBOB1
Potra2n15c29095	Potri.015G014000	AT5G53420	ATCCT101	ATCCT101
Potra2n15c29090	Potri.015G014200	AT1G05920	None	AT1G05920
Potra2n15c29092	Potri.015G014300	AT4G27910	ATSDG16	ATSDG16
Potra2n15c29091	Potri.015G014550	AT3G61700	None	AT3G61700
Potra2n15c29088	Potri.015G014700	AT1G05920	None	AT1G05920
Potra2n15c29093	Potri.015G014700	AT1G05920	None	AT1G05920
Potra2n15c29094	Potri.015G014700	None	None	None
Potra2n15c29087	Potri.015G014800	AT5G53440	ATHIZ2	ATHIZ2
Potra2n15c29086	Potri.015G014850	AT4G25440	ATZFWD1	ATZFWD1
Potra2n15c29081	Potri.015G014850	None	None	None
Potra2n15c29084	Potri.015G015400	AT4G25440	ATZFWD1	ATZFWD1
Potra2n15c29085	Potri.015G015501	None	None	None
Potra2n15c29080	Potri.015G015800	None	None	None
Potra2n15c29079	Potri.015G015900	None	None	None
Potra2n15c29078	Potri.015G016000	None	None	None
Potra2n15c29077	Potri.015G016100	AT4G01500	ATNGA4	ATNGA4
Potra2n15c29073	Potri.015G016200	None	None	None
Potra2n15c29065	Potri.015G016450	None	None	None
Potra2n15c29076	Potri.015G016450	None	None	None
Potra2n15c29069	Potri.015G017000	None	None	None
Potra2n15c29064	Potri.015G017100	AT5G53450	ATORG1	ATORG1
Potra2n15c29066	Potri.015G017100	AT5G53450	ATORG1	ATORG1
Potra2n15c29070	Potri.015G017100	AT5G53450	ATORG1	ATORG1
Potra2n15c29075	Potri.015G017100	AT5G53450	ATORG1	ATORG1
Potra2n15c29063	Potri.015G017200	AT5G06160	ATO	ATO
Potra2n15c29062	Potri.015G017300	AT5G24170	None	AT5G24170
Potra2n15c29061	Potri.015G017500	AT5G53460	ATGLT1	ATGLT1
Potra2n15c29058	Potri.015G018600	None	None	None
Potra2n15c29053	Potri.015G018700	AT3G49170	ATEMB2261	ATEMB2261
Potra2n15c29052	Potri.015G018800	AT2G29380	ATHAI3	ATHAI3
Potra2n15c29050	Potri.015G019000	AT3G50160	None	AT3G50160
Potra2n15c29049	Potri.015G019100	AT5G53130	ATCNGC1	ATCNGC1
Potra2n15c29048	Potri.015G019200	AT5G53140	None	AT5G53140
Potra2n15c29047	Potri.015G019500	AT3G61700	None	AT3G61700
Potra2n15c29046	Potri.015G019800	AT3G22370	ATAOX1A	ATAOX1A
Potra2n15c29045	Potri.015G019900	None	None	None
Potra2n15c29044	Potri.015G020000	AT5G61430	ATNoneC100	ATNoneC100
Potra2n15c29043	Potri.015G020200	AT5G53150	None	AT5G53150
Potra2n15c29041	Potri.015G020300	AT1G78090	ATTPPB	ATTPPB
Potra2n15c29040	Potri.015G020400	AT3G61690	ATNTP8	ATNTP8
Potra2n15c29039	Potri.015G020500	AT5G53160	ATRCAR3	ATRCAR3
Potra2n15c29037	Potri.015G020700	AT5G53170	ATFTSH11	ATFTSH11
Potra2n15c29036	Potri.015G020800	AT5G53180	ATPTB2	ATPTB2
Potra2n708s36549	Potri.015G020800	AT5G53180	ATPTB2	ATPTB2
Potra2n15c29023	Potri.015G020900	None	None	None
Potra2n15c29031	Potri.015G020900	None	None	None
Potra2n15c29035	Potri.015G020900	None	None	None
Potra2n708s36548	Potri.015G020900	None	None	None
Potra2n15c29016	Potri.015G021000	None	None	None
Potra2n15c29018	Potri.015G021000	None	None	None
Potra2n15c29034	Potri.015G021000	None	None	None
Potra2n15c29017	Potri.015G021100	AT5G24130	None	AT5G24130
Potra2n15c29025	Potri.015G021100	AT5G24130	None	AT5G24130
Potra2n15c29027	Potri.015G021100	AT5G24130	None	AT5G24130
Potra2n15c29019	Potri.015G021400	AT5G24130	None	AT5G24130
Potra2n15c29021	Potri.015G021400	AT5G24130	None	AT5G24130
Potra2n15c29029	Potri.015G021400	AT5G24130	None	AT5G24130
Potra2n15c29024	Potri.015G021450	None	None	None
Potra2n12c23967	Potri.015G021500	AT5G53190	ATSWEET3	ATSWEET3
Potra2n15c29013	Potri.015G021500	AT5G53190	ATSWEET3	ATSWEET3
Potra2n15c29020	Potri.015G021600	None	None	None
Potra2n15c29022	Potri.015G021600	None	None	None
Potra2n15c29028	Potri.015G021600	None	None	None
Potra2n15c29014	Potri.015G021800	AT4G13650	None	AT4G13650
Potra2n15c29012	Potri.015G022000	AT5G53200	ATTRY	ATTRY
Potra2n15c29011	Potri.015G022100	AT5G24120	ATSIGE	ATSIGE
Potra2n15c29010	Potri.015G022300	AT5G53210	ATSPCH	ATSPCH
Potra2n15c29009	Potri.015G022400	AT5G41480	ATGLA1	ATGLA1
Potra2n15c29008	Potri.015G022500	AT5G53220	None	AT5G53220
Potra2n15c29007	Potri.015G022600	AT5G24105	ATAGP41	ATAGP41
Potra2n15c29006	Potri.015G022700	AT4G27940	ATMTM1	ATMTM1
Potra2n15c29005	Potri.015G022800	AT5G43360	ATPHT1;3	ATPHT1;3
Potra2n15c29004	Potri.015G022900	AT5G53280	ATPDV1	ATPDV1
Potra2n15c29003	Potri.015G023100	None	None	None
Potra2n15c29002	Potri.015G023200	AT4G27950	ATCRF4	ATCRF4
Potra2n15c29000	Potri.015G023400	AT5G53310	None	AT5G53310
Potra2n15c28999	Potri.015G023500	AT4G23740	None	AT4G23740
Potra2n9c19706	Potri.015G023500	AT5G24100	None	AT5G24100
Potra2n15c28998	Potri.015G023600	AT5G53330	None	AT5G53330
Potra2n15c28997	Potri.015G023700	AT5G53340	ATHPGT1	ATHPGT1
Potra2n15c28995	Potri.015G023800	AT3G59140	ATABCC10	ATABCC10
Potra2n15c28996	Potri.015G023800	AT3G59140	ATABCC10	ATABCC10
Potra2n686s36469	Potri.015G023800	AT3G59140	ATABCC10	ATABCC10
Potra2n15c28993	Potri.015G024000	AT5G24090	ATCHIA	ATCHIA
Potra2n686s36471	Potri.015G024000	AT5G24090	ATCHIA	ATCHIA
Potra2n15c28992	Potri.015G024200	AT5G24090	ATCHIA	ATCHIA
Potra2n15c28991	Potri.015G024300	AT5G52910	None	AT5G52910
Potra2n15c28990	Potri.015G024400	AT3G26560	None	AT3G26560
Potra2n15c28987	Potri.015G024500	AT2G34930	None	AT2G34930
Potra2n185s34812	Potri.015G024500	AT2G34930	None	AT2G34930
Potra2n15c29146	Potri.015G024500	None	None	None
Potra2n12c24000	Potri.015G024600	AT2G34930	None	AT2G34930
Potra2n185s34809	Potri.015G025100	AT2G34930	None	AT2G34930
Potra2n185s34811	Potri.015G025100	AT2G34930	None	AT2G34930
Potra2n185s34814	Potri.015G025100	AT3G56370	ATIRK	ATIRK
Potra2n15c28989	Potri.015G025100	AT3G05660	ATRLP33	ATRLP33
Potra2n185s34810	Potri.015G025100	AT4G13810	ATRLP47	ATRLP47
Potra2n15c28985	Potri.015G025800	AT2G34930	None	AT2G34930
Potra2n15c28984	Potri.015G026100	None	None	None
Potra2n15c28983	Potri.015G026200	AT2G41620	None	AT2G41620
Potra2n12c24002	Potri.015G026300	AT5G24080	None	AT5G24080
Potra2n15c28981	Potri.015G026300	AT5G24080	None	AT5G24080
Potra2n15c28980	Potri.015G026400	AT4G18550	None	AT4G18550
Potra2n15c28979	Potri.015G026500	AT4G18550	None	AT4G18550
Potra2n15c28974	Potri.015G026700	AT5G24030	ATSLAH3	ATSLAH3
Potra2n15c28977	Potri.015G026700	AT5G24030	ATSLAH3	ATSLAH3
Potra2n15c28973	Potri.015G026900	AT4G28000	None	AT4G28000
Potra2n15c28971	Potri.015G027100	AT5G52870	ATMAKR5	ATMAKR5
Potra2n15c28972	Potri.015G027300	AT4G23630	ATBTI1	ATBTI1
Potra2n15c28970	Potri.015G027600	AT5G52860	ATABCG8	ATABCG8
Potra2n15c28968	Potri.015G027700	AT3G16520	ATUGT88A1	ATUGT88A1
Potra2n15c28969	Potri.015G027700	AT3G16520	ATUGT88A1	ATUGT88A1
Potra2n15c28965	Potri.015G028000	AT1G13080	ATCYP71B2	ATCYP71B2
Potra2n15c28963	Potri.015G028200	AT5G23250	None	AT5G23250
Potra2n15c28962	Potri.015G028300	AT1G34130	ATSTT3B	ATSTT3B
Potra2n15c28961	Potri.015G028400	AT3G19950	ATBTL08	ATBTL08
Potra2n15c28960	Potri.015G028500	AT5G49610	None	AT5G49610
Potra2n15c28959	Potri.015G028600	AT3G51740	ATIMK2	ATIMK2
Potra2n15c29145	Potri.015G028600	None	None	None
Potra2n15c28958	Potri.015G028700	AT1G61260	None	AT1G61260
Potra2n12c24022	Potri.015G028700	None	None	None
Potra2n15c28957	Potri.015G028800	None	None	None
Potra2n15c28956	Potri.015G028900	AT4G27760	ATFEY	ATFEY
Potra2n15c28955	Potri.015G029000	AT1G48410	ATAGO1	ATAGO1
Potra2n15c28954	Potri.015G029100	AT1G73370	ATSUS6	ATSUS6
Potra2n15c28952	Potri.015G029200	AT1G14590	None	AT1G14590
Potra2n15c28953	Potri.015G029200	None	None	None
Potra2n15c28951	Potri.015G029300	AT4G27750	ATISI1	ATISI1
Potra2n15c28950	Potri.015G029400	AT1G73220	ATOCT1	ATOCT1
Potra2n15c28948	Potri.015G029600	AT1G17850	None	AT1G17850
Potra2n15c28947	Potri.015G029700	AT3G17670	None	AT3G17670
Potra2n15c28946	Potri.015G029800	AT1G73230	None	AT1G73230
Potra2n1015s36923	Potri.015G030100	AT3G17680	None	AT3G17680
Potra2n12c24031	Potri.015G030100	AT3G17680	None	AT3G17680
Potra2n15c28945	Potri.015G030100	AT3G17680	None	AT3G17680
Potra2n15c28944	Potri.015G030200	AT3G17730	ATNoneC057	ATNoneC057
Potra2n15c28943	Potri.015G030300	AT1G53345	None	AT1G53345
Potra2n15c28942	Potri.015G030400	AT5G17300	ATRVE1	ATRVE1
Potra2n12c24081	Potri.015G030600	AT3G17810	ATPYD1	ATPYD1
Potra2n15c28941	Potri.015G030600	AT3G17810	ATPYD1	ATPYD1
Potra2n15c28940	Potri.015G030700	AT1G73500	ATMKK9	ATMKK9
Potra2n15c28939	Potri.015G030801	AT3G17780	None	AT3G17780
Potra2n15c28938	Potri.015G031000	AT5G37490	ATPUB21	ATPUB21
Potra2n15c28937	Potri.015G031100	AT1G31930	ATXLG3	ATXLG3
Potra2n15c28936	Potri.015G031200	AT3G17800	ATDUF760?5	ATDUF760?5
Potra2n15c28935	Potri.015G031400	AT3G17790	ATPAP17	ATPAP17
Potra2n15c28934	Potri.015G031600	AT5G16560	ATKAN	ATKAN
Potra2n15c28933	Potri.015G031700	None	None	None
Potra2n15c28932	Potri.015G031800	AT1G68090	ATANN5	ATANN5
Potra2n15c28929	Potri.015G031900	AT1G73480	ATMAGL4	ATMAGL4
Potra2n15c28931	Potri.015G031900	AT1G73480	ATMAGL4	ATMAGL4
Potra2n15c28927	Potri.015G032200	AT2G01900	None	AT2G01900
Potra2n4c9567	Potri.015G032200	AT2G01900	None	AT2G01900
Potra2n15c28926	Potri.015G032400	None	None	None
Potra2n15c28925	Potri.015G032500	AT3G17770	None	AT3G17770
Potra2n15c28924	Potri.015G032600	AT1G66410	ATCAM4	ATCAM4
Potra2n15c28923	Potri.015G032700	AT1G14440	ATHB31	ATHB31
Potra2n15c28922	Potri.015G032900	AT1G14685	ATBPC2	ATBPC2
Potra2n15c28921	Potri.015G032900	None	None	None
Potra2n15c28920	Potri.015G033100	AT1G68130	ATIDD14	ATIDD14
Potra2n15c28918	Potri.015G033200	AT1G73470	None	AT1G73470
Potra2n15c28917	Potri.015G033300	AT3G17740	None	AT3G17740
Potra2n15c28916	Potri.015G033400	AT1G73460	ATDYRKP-2A	ATDYRKP-2A
Potra2n6c14389	Potri.015G033500	None	None	None
Potra2n15c28915	Potri.015G033600	AT1G17950	ATMYB52	ATMYB52
Potra2n15c28914	Potri.015G033700	AT5G58420	ATES4X	ATES4X
Potra2n15c28913	Potri.015G033900	AT3G17700	ATCNBT1	ATCNBT1
Potra2n15c28910	Potri.015G034000	AT3G17700	ATCNBT1	ATCNBT1
Potra2n15c28907	Potri.015G034100	AT1G73360	ATHDG11	ATHDG11
Potra2n15c28905	Potri.015G034125	None	None	None
Potra2n688s36473	Potri.015G034150	None	None	None
Potra2n15c28903	Potri.015G034200	AT1G70300	ATKUP6	ATKUP6
Potra2n15c28902	Potri.015G034400	None	None	None
Potra2n15c28901	Potri.015G034500	AT1G10170	None	AT1G10170
Potra2n15c28900	Potri.015G034600	AT4G36480	ATLCB1	ATLCB1
Potra2n15c28899	Potri.015G034700	AT5G37600	ATGSR 1	ATGSR 1
Potra2n15c28897	Potri.015G034800	None	None	None
Potra2n15c28896	Potri.015G034900	AT4G21065	None	AT4G21065
Potra2n15c28894	Potri.015G035000	AT1G18300	ATNUDT4	ATNUDT4
Potra2n15c28892	Potri.015G035200	AT1G71400	ATRLP12	ATRLP12
Potra2n15c28891	Potri.015G035300	AT3G17830	ATDJA4	ATDJA4
Potra2n15c28890	Potri.015G035500	AT3G17840	ATRLK902	ATRLK902
Potra2n12c24093	Potri.015G035600	AT3G17850	ATIREH1	ATIREH1
Potra2n15c28889	Potri.015G035600	AT3G17850	ATIREH1	ATIREH1
Potra2n15c28888	Potri.015G035700	AT1G71430	None	AT1G71430
Potra2n15c28886	Potri.015G035800	AT3G17860	ATJAZ3	ATJAZ3
Potra2n15c28884	Potri.015G036000	AT3G17880	ATTDX	ATTDX
Potra2n15c28885	Potri.015G036100	AT3G55100	ATABCG17	ATABCG17
Potra2n15c28883	Potri.015G036201	AT1G18280	ATLTPG3	ATLTPG3
Potra2n15c28882	Potri.015G036300	AT3G17920	None	AT3G17920
Potra2n15c28880	Potri.015G036500	AT3G17930	ATDAC	ATDAC
Potra2n15c28879	Potri.015G036500	None	None	None
Potra2n15c28878	Potri.015G036600	AT1G73820	ATSSU72	ATSSU72
Potra2n15c28877	Potri.015G036700	AT1G48160	None	AT1G48160
Potra2n15c28876	Potri.015G036800	AT1G18290	None	AT1G18290
Potra2n15c28875	Potri.015G036900	AT3G17950	None	AT3G17950
Potra2n15c28873	Potri.015G037000	AT1G18270	None	AT1G18270
Potra2n15c28871	Potri.015G037000	None	None	None
Potra2n15c28872	Potri.015G037100	AT1G02780	ATemb2386	ATemb2386
Potra2n15c28870	Potri.015G037600	AT1G48550	ATVPS26C	ATVPS26C
Potra2n15c28869	Potri.015G037700	AT1G74000	ATSS3	ATSS3
Potra2n15c28868	Potri.015G037800	AT3G54660	ATGR	ATGR
Potra2n15c28867	Potri.015G038100	AT1G18260	ATEBS5	ATEBS5
Potra2n15c28865	Potri.015G038200	AT1G48570	None	AT1G48570
Potra2n15c28864	Potri.015G038300	AT5G42150	None	AT5G42150
Potra2n15c28862	Potri.015G038600	AT3G17970	ATTOC64-III	ATTOC64-III
Potra2n15c28861	Potri.015G038700	AT1G23080	ATPIN7	ATPIN7
Potra2n15c28860	Potri.015G038800	AT5G12250	ATTUB6	ATTUB6
Potra2n15c28859	Potri.015G039000	AT1G48600	ATPMEAMT	ATPMEAMT
Potra2n15c28858	Potri.015G039100	AT3G18010	ATWOX1	ATWOX1
Potra2n15c28855	Potri.015G039300	AT3G18020	None	AT3G18020
Potra2n2c5010	Potri.015G039400	None	None	None
Potra2n15c28854	Potri.015G039500	AT1G18210	None	AT1G18210
Potra2n15c28853	Potri.015G039700	AT1G73640	ATRABA6a	ATRABA6a
Potra2n15c28852	Potri.015G039800	AT1G18190	ATGC2	ATGC2
Potra2n15c28849	Potri.015G039900	AT1G18180	None	AT1G18180
Potra2n15c28848	Potri.015G040100	AT1G73660	ATSIS8	ATSIS8
Potra2n15c28846	Potri.015G040150	AT2G01050	None	AT2G01050
Potra2n15c28844	Potri.015G040200	AT1G48620	ATHON5	ATHON5
Potra2n15c28843	Potri.015G040300	AT3G18040	None	AT3G18040
Potra2n15c28842	Potri.015G040400	AT1G18140	ATLAC1	ATLAC1
Potra2n15c28840	Potri.015G040900	AT3G18050	None	AT3G18050
Potra2n15c28839	Potri.015G041000	AT1G18100	ATE12A11	ATE12A11
Potra2n15c28838	Potri.015G041100	AT1G22640	ATMYB3	ATMYB3
Potra2n15c28837	Potri.015G041200	AT3G18060	None	AT3G18060
Potra2n12c24135	Potri.015G041300	AT3G18080	ATBGLU44	ATBGLU44
Potra2n15c28836	Potri.015G041300	AT3G18080	ATBGLU44	ATBGLU44
Potra2n15c28835	Potri.015G041400	AT1G18090	None	AT1G18090
Potra2n15c28834	Potri.015G041500	AT3G18100	ATMYB4R1	ATMYB4R1
Potra2n15c28832	Potri.015G041600	AT1G48630	ATRACK1B_AT	ATRACK1B_AT
Potra2n15c28831	Potri.015G041700	AT1G48635	ATPEX3	ATPEX3
Potra2n15c28830	Potri.015G041800	AT3G18165	ATMOS4	ATMOS4
Potra2n15c28829	Potri.015G041900	AT1G68040	None	AT1G68040
Potra2n15c28827	Potri.015G042000	AT3G09270	ATGSTU8	ATGSTU8
Potra2n15c28826	Potri.015G042100	AT1G04420	None	AT1G04420
Potra2n15c28825	Potri.015G042300	AT3G18170	None	AT3G18170
Potra2n15c28824	Potri.015G042400	None	None	None
Potra2n15c28822	Potri.015G042500	AT1G48650	None	AT1G48650
Potra2n15c28821	Potri.015G042600	AT3G18190	ATCCT4	ATCCT4
Potra2n15c28823	Potri.015G042600	AT3G18190	ATCCT4	ATCCT4
Potra2n15c28819	Potri.015G042800	AT2G22660	ATGRDP1	ATGRDP1
Potra2n15c28818	Potri.015G042900	AT3G18200	ATUMAMIT4	ATUMAMIT4
Potra2n15c28817	Potri.015G043000	AT1G18030	None	AT1G18030
Potra2n15c28816	Potri.015G043100	AT3G18210	ATCP2	ATCP2
Potra2n15c28815	Potri.015G043200	AT1G17980	ATPAPS1	ATPAPS1
Potra2n15c28811	Potri.015G043400	AT4G38460	ATGGR	ATGGR
Potra2n15c28810	Potri.015G043600	AT1G27180	None	AT1G27180
Potra2n15c28807	Potri.015G043900	AT1G73760	ATCTL14	ATCTL14
Potra2n15c28806	Potri.015G044100	AT3G18240	ATMS35Z	ATMS35Z
Potra2n15c28805	Potri.015G044201	AT1G48745	None	AT1G48745
Potra2n15c28804	Potri.015G044300	AT3G18260	ATRTNLB9	ATRTNLB9
Potra2n12c24162	Potri.015G044401	AT3G18270	ATCYP77A5P	ATCYP77A5P
Potra2n15c28803	Potri.015G044401	AT3G18270	ATCYP77A5P	ATCYP77A5P
Potra2n15c28802	Potri.015G044500	None	None	None
Potra2n17c31287	Potri.015G044600	AT1G18370	ATHIK	ATHIK
Potra2n220s34998	Potri.015G044600	AT1G18370	ATHIK	ATHIK
Potra2n675s36396	Potri.015G044600	AT1G18370	ATHIK	ATHIK
Potra2n15c28800	Potri.015G044750	AT1G66880	None	AT1G66880
Potra2n15c28798	Potri.015G045101	AT1G18390	ATLRK10L1.2	ATLRK10L1.2
Potra2n15c28799	Potri.015G045101	AT1G18390	ATLRK10L1.2	ATLRK10L1.2
Potra2n15c28797	Potri.015G045300	AT1G73805	ATSARD1	ATSARD1
Potra2n15c28796	Potri.015G045400	AT1G68390	None	AT1G68390
Potra2n15c28795	Potri.015G045500	AT5G16170	None	AT5G16170
Potra2n12c24170	Potri.015G045600	AT1G48760	ATdelta-ADR	ATdelta-ADR
Potra2n15c28794	Potri.015G045600	AT1G48760	ATdelta-ADR	ATdelta-ADR
Potra2n15c28793	Potri.015G045700	AT1G48780	None	AT1G48780
Potra2n15c28792	Potri.015G045800	AT1G48790	ATAMSH1	ATAMSH1
Potra2n15c28791	Potri.015G045900	AT1G67060	None	AT1G67060
Potra2n15c28790	Potri.015G046100	AT1G48830	ATES7Z	ATES7Z
Potra2n15c28789	Potri.015G046200	AT1G68320	ATMYB62	ATMYB62
Potra2n15c28788	Potri.015G046300	AT1G18400	ATBEE1	ATBEE1
Potra2n15c28787	Potri.015G046500	AT3G18350	None	AT3G18350
Potra2n15c28786	Potri.015G046600	AT3G18360	ATVQ20	ATVQ20
Potra2n15c28785	Potri.015G046700	AT3G18370	ATSYTF	ATSYTF
Potra2n15c28784	Potri.015G046800	AT3G18400	ATNoneC058	ATNoneC058
Potra2n15c28783	Potri.015G046900	AT1G73850	None	AT1G73850
Potra2n15c28782	Potri.015G047100	AT5G16110	None	AT5G16110
Potra2n1c2990	Potri.015G047300	None	None	None
Potra2n15c28781	Potri.015G047400	AT1G63640	None	AT1G63640
Potra2n15c28780	Potri.015G047500	AT1G73990	ATSPPA	ATSPPA
Potra2n15c28779	Potri.015G047600	AT1G18485	None	AT1G18485
Potra2n15c28778	Potri.015G047700	None	None	None
Potra2n15c28775	Potri.015G048000	AT5G08130	ATBIM1	ATBIM1
Potra2n15c28774	Potri.015G048100	AT5G15740	ATRRT1	ATRRT1
Potra2n15c28773	Potri.015G048200	AT1G65660	ATSMP1	ATSMP1
Potra2n15c28772	Potri.015G048300	AT5G60850	ATOBP4	ATOBP4
Potra2n15c28769	Potri.015G048400	None	None	None
Potra2n15c28768	Potri.015G048500	AT5G51280	None	AT5G51280
Potra2n15c28767	Potri.015G048600	AT5G60880	ATBASL	ATBASL
Potra2n15c28766	Potri.015G048700	AT2G03800	None	AT2G03800
Potra2n15c28765	Potri.015G048800	AT5G07910	None	AT5G07910
Potra2n15c28764	Potri.015G048900	AT5G61200	None	AT5G61200
Potra2n15c28763	Potri.015G049000	AT5G61210	ATSNoneP33	ATSNoneP33
Potra2n15c28762	Potri.015G049100	AT5G07830	ATGUS2	ATGUS2
Potra2n12c24231	Potri.015G049500	AT1G49040	ATSCD1	ATSCD1
Potra2n15c28761	Potri.015G049500	AT1G49040	ATSCD1	ATSCD1
Potra2n15c28760	Potri.015G049600	AT5G61260	None	AT5G61260
Potra2n15c28759	Potri.015G049700	AT5G61280	None	AT5G61280
Potra2n1c3096	Potri.015G049700	None	None	None
Potra2n15c28758	Potri.015G049800	AT1G61415	None	AT1G61415
Potra2n15c28756	Potri.015G049900	AT1G73930	None	AT1G73930
Potra2n15c28755	Potri.015G050200	AT1G75290	None	AT1G75290
Potra2n15c28754	Potri.015G050300	AT1G73950	None	AT1G73950
Potra2n15c28752	Potri.015G050500	AT1G68800	None	AT1G68800
Potra2n15c28751	Potri.015G050800	AT1G73960	ATTAF2	ATTAF2
Potra2n15c28750	Potri.015G051000	AT1G03280	None	AT1G03280
Potra2n722s36599	Potri.015G051800	AT3G18490	ATASPG1	ATASPG1
Potra2n7c16089	Potri.015G052200	AT5G23060	ATCaS	ATCaS
Potra2n12c24203	Potri.015G052400	AT1G48950	ATMEM1	ATMEM1
Potra2n15c28748	Potri.015G052400	AT1G48950	ATMEM1	ATMEM1
Potra2n15c28749	Potri.015G052500	AT1G74070	None	AT1G74070
Potra2n15c28744	Potri.015G052800	AT5G23090	ATNF-YB13	ATNF-YB13
Potra2n15c28743	Potri.015G053100	AT1G18450	ATARP4	ATARP4
Potra2n15c28742	Potri.015G053300	AT1G49050	ATAPCB1	ATAPCB1
Potra2n15c28741	Potri.015G053400	AT3G18440	ATALMT9	ATALMT9
Potra2n1414s37058	Potri.015G053700	AT1G73890	ATLPTG10	ATLPTG10
Potra2n15c28736	Potri.015G053700	AT1G73890	ATLPTG10	ATLPTG10
Potra2n15c28738	Potri.015G053700	AT1G73890	ATLPTG10	ATLPTG10
Potra2n15c28740	Potri.015G053700	AT1G73890	ATLPTG10	ATLPTG10
Potra2n15c28735	Potri.015G054100	AT1G73885	None	AT1G73885
Potra2n15c28737	Potri.015G054100	AT1G73885	None	AT1G73885
Potra2n15c28739	Potri.015G054100	AT1G73885	None	AT1G73885
Potra2n15c28733	Potri.015G054300	AT1G13360	None	AT1G13360
Potra2n15c28728	Potri.015G054500	AT1G68550	ATCRF10	ATCRF10
Potra2n2c5631	Potri.015G054500	None	None	None
Potra2n15c28727	Potri.015G054600	AT1G25440	ATBBX15	ATBBX15
Potra2n15c28726	Potri.015G054700	AT1G49140	None	AT1G49140
Potra2n351s35380	Potri.015G054800	None	None	None
Potra2n15c28725	Potri.015G054900	None	None	None
Potra2n15c28724	Potri.015G055000	AT1G13580	ATLAG13	ATLAG13
Potra2n15c28723	Potri.015G055200	AT5G08160	ATPK3	ATPK3
Potra2n15c28722	Potri.015G055300	AT5G08170	ATEMB1873	ATEMB1873
Potra2n15c28721	Potri.015G055400	AT1G73980	ATTTM1	ATTTM1
Potra2n15c28720	Potri.015G055500	AT5G35520	ATMIS12	ATMIS12
Potra2n15c28719	Potri.015G055600	AT1G18490	ATPCO3	ATPCO3
Potra2n15c28718	Potri.015G055700	AT1G18520	ATTET11	ATTET11
Potra2n15c28717	Potri.015G056000	AT5G23050	ATAAE17	ATAAE17
Potra2n15c28716	Potri.015G056100	AT5G61170	ATES19X	ATES19X
Potra2n15c28715	Potri.015G056200	AT5G07980	ATSYS3	ATSYS3
Potra2n15c28714	Potri.015G056300	AT5G07960	None	AT5G07960
Potra2n15c28713	Potri.015G056400	AT5G07940	ATSYS1	ATSYS1
Potra2n15c28712	Potri.015G056501	AT5G61140	ATBRR2C	ATBRR2C
Potra2n15c28711	Potri.015G056800	AT5G05810	ATL43	ATL43
Potra2n15c28710	Potri.015G056900	AT1G74310	ATHSP101	ATHSP101
Potra2n15c28709	Potri.015G057100	AT5G20170	ATMED17	ATMED17
Potra2n15c28708	Potri.015G057200	AT1G74220	None	AT1G74220
Potra2n15c28707	Potri.015G057300	AT5G08020	ATRPA70B	ATRPA70B
Potra2n15c28706	Potri.015G057400	AT5G61030	ATRBGA7	ATRBGA7
Potra2n15c28705	Potri.015G057600	AT5G61040	None	AT5G61040
Potra2n15c28704	Potri.015G057700	AT2G33040	ATP3	ATP3
Potra2n15c28703	Potri.015G057800	AT1G18650	ATPDCB3	ATPDCB3
Potra2n15c28702	Potri.015G058200	AT5G61010	ATEXO70E2	ATEXO70E2
Potra2n15c28701	Potri.015G058301	AT2G29900	ATPS2	ATPS2
