X,baseMean,log2FoldChange,padj,timepoint,level in KNO3,description,kegg_description,atg_description,go_description,pfam_description,t_factor
Potra2n17c31107,32.96138758,1.095292532,0.015478821,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q9UPT5|EXOC7_HUMAN Exocyst complex component 7 OS=Homo sapiens OX=9606 GN=EXOC7 PE=1 SV=3,0,AT3G29400-exocyst subunit exo70 family protein E1 exocyst subunit exo70 family protein E1,GO:0006887-exocytosis;GO:0000145-exocyst,PF03081-Exo70 exocyst complex subunit;PF03081-Exo70 exocyst complex subunit,No
Potra2n3c7330,83.66837003,1.096677063,0.048185497,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q9SRE5|Y1666_ARATH Uncharacterized protein At1g76660 OS=Arabidopsis thaliana OX=3702 GN=At1g76660 PE=2 SV=1,0,AT5G52430-hydroxyproline-rich glycoprotein family protein hydroxyproline-rich glycoprotein family protein,0,0,No
Potra2n5c12551,1964.747026,1.101492702,0.003392509,KNO3_4h_vs_KCL_4h,Upregulated,sp|A6ZQJ2|GLG2_YEAS7 Glycogenin-2 OS=Saccharomyces cerevisiae (strain YJM789) OX=307796 GN=GLG2 PE=3 SV=1,0,AT1G08990-plant glycogenin-like starch initiation protein 5 plant glycogenin-like starch initiation protein 5,"GO:0016757-transferase activity, transferring glycosyl groups",PF01501-Glycosyl transferase family 8,No
Potra2n1c1476,284.5322416,1.103845548,0.043491687,KNO3_4h_vs_KCL_4h,Upregulated,sp|T0JRM4|MNLOX_COLGC Manganese lipoxygenase OS=Colletotrichum gloeosporioides (strain Cg-14) OX=1237896 GN=CGLO_15145 PE=1 SV=1,0,AT1G17420-lipoxygenase 3 lipoxygenase 3,"GO:0046872-metal ion binding;GO:0016702-oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen;GO:0005515-protein binding;GO:0055114-oxidation-reduction process;GO:0016491-oxidoreductase activity",PF01477-PLAT/LH2 domain;PF00305-Lipoxygenase;PF00305-Lipoxygenase,No
Potra2n7c15464,70.61037391,1.111520174,0.008856859,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q4KLY4|RING2_RAT E3 ubiquitin-protein ligase RING2 OS=Rattus norvegicus OX=10116 GN=Rnf2 PE=2 SV=1,0,AT1G03770-RING 1B RING 1B,0,"PF13923-Zinc finger, C3HC4 type (RING finger)",C2H2
Potra2n19c33920,823.7022368,1.116699627,0.046438155,KNO3_4h_vs_KCL_4h,Upregulated,sp|P27825|CALX_YEAST Calnexin homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CNE1 PE=1 SV=1,0,AT1G08450-calreticulin 3 calreticulin 3,GO:0005515-protein binding;GO:0006457-protein folding;GO:0005509-calcium ion binding;GO:0051082-unfolded protein binding;GO:0005783-endoplasmic reticulum,PF00262-Calreticulin family;PF00262-Calreticulin family,No
Potra2n1c353,335.9975903,1.12113214,3.98E-05,KNO3_4h_vs_KCL_4h,Upregulated,sp|P63036|DNJA1_RAT DnaJ homolog subfamily A member 1 OS=Rattus norvegicus OX=10116 GN=Dnaja1 PE=1 SV=1,0,AT1G80920-Chaperone DnaJ-domain superfamily protein Chaperone DnaJ-domain superfamily protein,0,PF00226-DnaJ domain,No
Potra2n10c20733,62.69605487,1.122379511,0.045121224,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q9LY61|HSPR1_ARATH Nematode resistance protein-like HSPRO1 OS=Arabidopsis thaliana OX=3702 GN=HSPRO1 PE=1 SV=1,1.13.11.11,AT2G40000-ortholog of sugar beet HS1 PRO-1 2 ortholog of sugar beet HS1 PRO-1 2,GO:0006952-defense response;GO:0019441-tryptophan catabolic process to kynurenine;GO:0046872-metal ion binding;GO:0020037-heme binding,PF07014-Hs1pro-1 protein C-terminus;PF07231-Hs1pro-1 N-terminus,No
Potra2n13c26232,2570.232095,1.124072489,0.010412205,KNO3_4h_vs_KCL_4h,Upregulated,None available,0,0,0,0,No
Potra2n5c11916,19.01365981,1.128348996,0.027075003,KNO3_4h_vs_KCL_4h,Upregulated,sp|P13240|DR206_PEA Disease resistance response protein 206 OS=Pisum sativum OX=3888 GN=PI206 PE=1 SV=2,0,AT5G42510-Disease resistance-responsive (dirigent-like protein) family protein Disease resistance-responsive (dirigent-like protein) family protein,0,PF03018-Dirigent-like protein;PF03018-Dirigent-like protein,No
Potra2n13c25129,395.3348944,1.13374006,0.000343575,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q337A0|XB33_ORYSJ Probable E3 ubiquitin-protein ligase XBOS33 OS=Oryza sativa subsp. japonica OX=39947 GN=XBOS33 PE=2 SV=1,0,AT1G03670-ankyrin repeat family protein ankyrin repeat family protein,GO:0005515-protein binding,PF13962-Domain of unknown function;PF13962-Domain of unknown function;PF13857-Ankyrin repeats (many copies);PF13857-Ankyrin repeats (many copies);PF12796-Ankyrin repeats (3 copies);PF12796-Ankyrin repeats (3 copies);PF12796-Ankyrin repeats (3 copies);PF12796-Ankyrin repeats (3 copies);PF12796-Ankyrin repeats (3 copies),No
Potra2n5c10502,69.39172786,1.144959172,0.012427633,KNO3_4h_vs_KCL_4h,Upregulated,None available,0,AT1G21000-PLATZ transcription factor family protein PLATZ transcription factor family protein,0,PF04640-PLATZ transcription factor,Znf-B
Potra2n5c12559,89.59107485,1.145458206,0.010154184,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q4WA38|MNLOX_ASPFU Manganese lipoxygenase OS=Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) OX=330879 GN=AFUA_4G02770 PE=1 SV=1,0,AT1G55020-lipoxygenase 1 lipoxygenase 1,"GO:0046872-metal ion binding;GO:0016702-oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen;GO:0005515-protein binding;GO:0055114-oxidation-reduction process;GO:0016491-oxidoreductase activity",PF01477-PLAT/LH2 domain;PF00305-Lipoxygenase,No
Potra2n6c14936,1862.073693,1.151002111,0.00154634,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q97U94|AGAL_SACS2 Alpha-galactosidase OS=Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) OX=273057 GN=galS PE=1 SV=2,0,AT3G57520-seed imbibition 2 seed imbibition 2,0,PF05691-Raffinose synthase or seed imbibition protein Sip1,No
Potra2n5c12529,491.2887861,1.151583724,0.042556218,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q84J88|HIP36_ARATH Heavy metal-associated isoprenylated plant protein 36 OS=Arabidopsis thaliana OX=3702 GN=HIPP36 PE=2 SV=1,0,AT3G06130-Heavy metal transport/detoxification superfamily protein Heavy metal transport/detoxification superfamily protein,GO:0046872-metal ion binding;GO:0030001-metal ion transport,0,No
Potra2n7c16104,98.51601595,1.159035568,0.02392331,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q1XDE4|YCF29_PYRYE Probable transcriptional regulator ycf29 OS=Pyropia yezoensis OX=2788 GN=ycf29 PE=3 SV=1,0,AT2G17820-histidine kinase 1 histidine kinase 1,"GO:0000160-phosphorelay signal transduction system;GO:0016772-transferase activity, transferring phosphorus-containing groups;GO:0016310-phosphorylation","PF00072-Response regulator receiver domain;PF02518-Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",RR-A-type
Potra2n6c14819,176.540038,1.167130069,0.005229992,KNO3_4h_vs_KCL_4h,Upregulated,sp|A0M527|MURG_GRAFK UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase OS=Gramella forsetii (strain KT0803) OX=411154 GN=murG PE=3 SV=1,2.4.1.227,AT5G20410-monogalactosyldiacylglycerol synthase 2 monogalactosyldiacylglycerol synthase 2,"GO:0016758-transferase activity, transferring hexosyl groups;GO:0009247-glycolipid biosynthetic process",PF06925-Monogalactosyldiacylglycerol (MGDG) synthase;PF04101-Glycosyltransferase family 28 C-terminal domain,No
Potra2n8c18105,58.83196821,1.17124914,0.004752414,KNO3_4h_vs_KCL_4h,Upregulated,sp|C0LGU5|Y5457_ARATH Probable LRR receptor-like serine/threonine-protein kinase At5g45780 OS=Arabidopsis thaliana OX=3702 GN=At5g45780 PE=1 SV=1,2.7.11.1;2.7.11.1;2.7.11.1;2.7.11.1;2.7.11.1;2.7.11.1;2.7.11.1,AT4G14580-CBL-interacting protein kinase 4 CBL-interacting protein kinase 4,GO:0006468-protein phosphorylation;GO:0007165-signal transduction;GO:0005524-ATP binding;GO:0004672-protein kinase activity,PF00069-Protein kinase domain;PF03822-NAF domain,No
Potra2n2c5915,143.2846228,1.172292557,0.00237162,KNO3_4h_vs_KCL_4h,Upregulated,sp|O70511|ANK3_RAT Ankyrin-3 OS=Rattus norvegicus OX=10116 GN=Ank3 PE=1 SV=3,0,AT5G45110-NPR1-like protein 3 NPR1-like protein 3,GO:0005515-protein binding,PF12796-Ankyrin repeats (3 copies);PF12313-NPR1/NIM1 like defence protein C terminal;PF00651-BTB/POZ domain,ABTB
Potra2n13c25981,34.10963184,1.174619865,0.015283219,KNO3_4h_vs_KCL_4h,Upregulated,None available,0,"AT3G04890-adenine phosphoribosyltransferase-like protein, putative (DUF2358) adenine phosphoribosyltransferase-like protein, putative (DUF2358)",0,PF10184-Uncharacterized conserved protein (DUF2358),No
Potra2n3c7270,1184.464608,1.175155592,3.14E-12,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q55702|Y229_SYNY3 Uncharacterized oxidoreductase slr0229 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=slr0229 PE=3 SV=1,1.1.1.44;1.1.1.44,AT5G41670-6-phosphogluconate dehydrogenase family protein 6-phosphogluconate dehydrogenase family protein,GO:0050661-NADP binding;GO:0006098-pentose-phosphate shunt;GO:0004616-phosphogluconate dehydrogenase (decarboxylating) activity;GO:0055114-oxidation-reduction process;GO:0016491-oxidoreductase activity,"PF00393-6-phosphogluconate dehydrogenase, C-terminal domain;PF03446-NAD binding domain of 6-phosphogluconate dehydrogenase",No
Potra2n14c27704,1138.929461,1.175320215,2.24E-07,KNO3_4h_vs_KCL_4h,Upregulated,sp|P53100|YGT5_YEAST Putative 2-hydroxyacid dehydrogenase YGL185C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YGL185C PE=1 SV=1,1.17.1.9;1.17.1.9,AT5G14780-formate dehydrogenase formate dehydrogenase,"GO:0051287-NAD binding;GO:0016616-oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;GO:0055114-oxidation-reduction process;GO:0008863-formate dehydrogenase (NAD+) activity","PF02826-D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain;PF00389-D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain",No
Potra2n6c14312,195.2548724,1.176476904,0.028906812,KNO3_4h_vs_KCL_4h,Upregulated,sp|O64851|IQM4_ARATH IQ domain-containing protein IQM4 OS=Arabidopsis thaliana OX=3702 GN=IQM4 PE=2 SV=1,0,AT3G52870-IQ calmodulin-binding motif family protein IQ calmodulin-binding motif family protein,GO:0005515-protein binding,0,No
Potra2n1c1360,2395.044218,1.177799543,0.001177622,KNO3_4h_vs_KCL_4h,Upregulated,"sp|P81140|GCDH_PIG Glutaryl-CoA dehydrogenase, mitochondrial (Fragment) OS=Sus scrofa OX=9823 GN=GCDH PE=1 SV=1",1.3.3.6;1.3.3.6,AT4G16760-acyl-CoA oxidase 1 acyl-CoA oxidase 1,"GO:0006631-fatty acid metabolic process;GO:0050660-flavin adenine dinucleotide binding;GO:0006635-fatty acid beta-oxidation;GO:0016627-oxidoreductase activity, acting on the CH-CH group of donors;GO:0005777-peroxisome;GO:0071949-FAD binding;GO:0003997-acyl-CoA oxidase activity;GO:0055114-oxidation-reduction process","PF02770-Acyl-CoA dehydrogenase, middle domain;PF01756-Acyl-CoA oxidase;PF14749-Acyl-coenzyme A oxidase N-terminal",No
Potra2n14c27340,61.0172096,1.178305543,0.001069294,KNO3_4h_vs_KCL_4h,Upregulated,sp|A0JNA8|PAXI1_BOVIN PAX-interacting protein 1 OS=Bos taurus OX=9913 GN=PAXIP1 PE=2 SV=1,0,AT4G02110-transcription coactivator transcription coactivator,0,PF00533-BRCA1 C Terminus (BRCT) domain;PF12738-twin BRCT domain,PHD
Potra2n7c16146,834.6691792,1.180741237,0.00338556,KNO3_4h_vs_KCL_4h,Upregulated,sp|P32040|Y851_SYNP2 Probable transcriptional regulatory protein SYNPCC7002_A0851 OS=Synechococcus sp. (strain ATCC 27264 / PCC 7002 / PR-6) OX=32049 GN=SYNPCC7002_A0851 PE=3 SV=2,0,AT2G17820-histidine kinase 1 histidine kinase 1,"GO:0000160-phosphorelay signal transduction system;GO:0016772-transferase activity, transferring phosphorus-containing groups;GO:0016310-phosphorylation","PF02518-Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase;PF00072-Response regulator receiver domain",RR-A-type
Potra2n8c17746,103.3566612,1.184508595,0.000635593,KNO3_4h_vs_KCL_4h,Upregulated,None available,0,AT1G25400-transmembrane protein transmembrane protein,0,0,No
Potra2n6c13785,35.2963121,1.188368673,0.035749478,KNO3_4h_vs_KCL_4h,Upregulated,sp|O22133|BEN1_ARATH Protein BRI1-5 ENHANCED 1 OS=Arabidopsis thaliana OX=3702 GN=BEN1 PE=2 SV=1,0,AT4G30470-NAD(P)-binding Rossmann-fold superfamily protein NAD(P)-binding Rossmann-fold superfamily protein,0,PF13460-NAD(P)H-binding,No
Potra2n3c7551,131.5680524,1.193782246,0.034188973,KNO3_4h_vs_KCL_4h,Upregulated,None available,0,AT4G25170-Uncharacterized conserved protein (UCP012943) Uncharacterized conserved protein (UCP012943),0,0,No
Potra2n3c7136,355.2819477,1.195504944,2.66E-06,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q9SK67|EF120_ARATH Ethylene-responsive transcription factor ERF120 OS=Arabidopsis thaliana OX=3702 GN=ERF120 PE=2 SV=1,0,AT4G17500-ethylene responsive element binding factor 1 ethylene responsive element binding factor 1,"GO:0003700-DNA binding transcription factor activity;GO:0006355-regulation of transcription, DNA-templated;GO:0003677-DNA binding",PF00847-AP2 domain,AP2-EREBP
Potra2n1c2120,47.51262247,1.200880394,0.001693418,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q03326|OXIR_STRAT Probable oxidoreductase OS=Streptomyces antibioticus OX=1890 PE=3 SV=1,0,AT2G29260-NAD(P)-binding Rossmann-fold superfamily protein NAD(P)-binding Rossmann-fold superfamily protein,0,PF13561-Enoyl-(Acyl carrier protein) reductase,No
Potra2n11c22478,1523.521378,1.20641433,0.00486875,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q04468|TCMO_HELTU Trans-cinnamate 4-monooxygenase OS=Helianthus tuberosus OX=4233 GN=CYP73A1 PE=1 SV=1,0,"AT5G36110-cytochrome P450, family 716, subfamily A, polypeptide 1 cytochrome P450, family 716, subfamily A, polypeptide 1","GO:0005506-iron ion binding;GO:0016705-oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;GO:0055114-oxidation-reduction process;GO:0020037-heme binding",PF00067-Cytochrome P450,No
Potra2n3c8098,454.4883927,1.206797809,0.010736318,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q8LD98|NHL6_ARATH NDR1/HIN1-like protein 6 OS=Arabidopsis thaliana OX=3702 GN=NHL6 PE=1 SV=1,0,AT1G17620-Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family,0,PF03168-Late embryogenesis abundant protein,No
Potra2n17c31519,23.15459247,1.215561642,0.029609358,KNO3_4h_vs_KCL_4h,Upregulated,sp|B0T7X2|LLDD_CAUSK L-lactate dehydrogenase OS=Caulobacter sp. (strain K31) OX=366602 GN=lldD PE=3 SV=1,0,AT5G64250-Aldolase-type TIM barrel family protein Aldolase-type TIM barrel family protein,GO:0003824-catalytic activity;GO:0018580-nitronate monooxygenase activity;GO:0055114-oxidation-reduction process,PF03060-Nitronate monooxygenase;PF03060-Nitronate monooxygenase,No
Potra2n18c31948,134.766401,1.229017694,0.000703054,KNO3_4h_vs_KCL_4h,Upregulated,sp|A0AJS6|STP1_LISW6 Serine/threonine phosphatase stp OS=Listeria welshimeri serovar 6b (strain ATCC 35897 / DSM 20650 / SLCC5334) OX=386043 GN=stp PE=3 SV=1,3.1.3.16;3.1.3.16;3.1.3.16,AT4G28400-Protein phosphatase 2C family protein Protein phosphatase 2C family protein,GO:0003824-catalytic activity;GO:0004722-protein serine/threonine phosphatase activity;GO:0006470-protein dephosphorylation,PF00481-Protein phosphatase 2C,No
Potra2n9c19172,71.29739626,1.235590879,0.009600473,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q945B5|AOP2V_ARATH 2-oxoglutarate-dependent dioxygenase AOP2 OS=Arabidopsis thaliana OX=3702 GN=AOP2 PE=2 SV=1,0,AT3G19000-2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein,GO:0055114-oxidation-reduction process;GO:0016491-oxidoreductase activity,PF03171-2OG-Fe(II) oxygenase superfamily;PF14226-non-haem dioxygenase in morphine synthesis N-terminal,No
Potra2n13c25637,145.3681432,1.23972127,6.74E-05,KNO3_4h_vs_KCL_4h,Upregulated,sp|P06200|PHLC_PSEAE Hemolytic phospholipase C OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=plcH PE=3 SV=2,0,AT3G03530-non-specific phospholipase C4 non-specific phospholipase C4,"GO:0003824-catalytic activity;GO:0016788-hydrolase activity, acting on ester bonds",PF04185-Phosphoesterase family,No
Potra2n4c10459,70.50791324,1.240150574,0.006847275,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q76P07|Y7165_DICDI Probable serine/threonine-protein kinase DDB_G0277165 OS=Dictyostelium discoideum OX=44689 GN=DDB_G0277165 PE=3 SV=1,0,AT4G25160-U-box domain-containing protein kinase family protein U-box domain-containing protein kinase family protein,GO:0016567-protein ubiquitination;GO:0006468-protein phosphorylation;GO:0004842-ubiquitin-protein transferase activity;GO:0005524-ATP binding;GO:0004672-protein kinase activity,PF00069-Protein kinase domain;PF04564-U-box domain;PF00582-Universal stress protein family,No
Potra2n9c19376,123.8119487,1.243576463,0.029130576,KNO3_4h_vs_KCL_4h,Upregulated,"sp|O80568|ITPK4_ARATH Inositol 1,3,4-trisphosphate 5/6-kinase 4 OS=Arabidopsis thaliana OX=3702 GN=ITPK4 PE=1 SV=2",2.7.1.134;2.7.1.159;2.7.1.159,"AT4G08170-Inositol 1,3,4-trisphosphate 5/6-kinase family protein Inositol 1,3,4-trisphosphate 5/6-kinase family protein","GO:0047325-inositol tetrakisphosphate 1-kinase activity;GO:0000287-magnesium ion binding;GO:0005524-ATP binding;GO:0032957-inositol trisphosphate metabolic process;GO:0052725-inositol-1,3,4-trisphosphate 6-kinase activity;GO:0052726-inositol-1,3,4-trisphosphate 5-kinase activity","PF17927-Inositol 1,3,4-trisphosphate 5/6-kinase pre-ATP-grasp domain;PF05770-Inositol 1,3,4-trisphosphate 5/6-kinase ATP-grasp domain",No
Potra2n8c18476,240.6532978,1.244739515,0.0086298,KNO3_4h_vs_KCL_4h,Upregulated,None available,0,AT5G18980-ARM repeat superfamily protein ARM repeat superfamily protein,GO:0005515-protein binding,0,No
Potra2n16c29552,70.71155994,1.248463499,0.026142764,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q8CQ17|SAER_STAES Response regulator SaeR OS=Staphylococcus epidermidis (strain ATCC 12228) OX=176280 GN=saeR PE=1 SV=1,0,AT3G57040-response regulator 9 response regulator 9,GO:0000160-phosphorelay signal transduction system,PF00072-Response regulator receiver domain,RR-A-type
Potra2n1c940,339.8909184,1.252797244,1.03E-05,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q6BMV3|HUT1_DEBHA UDP-galactose transporter homolog 1 OS=Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / JCM 1990 / NBRC 0083 / IGC 2968) OX=284592 GN=HUT1 PE=3 SV=2,0,AT1G12600-UDP-N-acetylglucosamine (UAA) transporter family UDP-N-acetylglucosamine (UAA) transporter family,GO:0055085-transmembrane transport,PF08449-UAA transporter family,No
Potra2n1c721,1162.432205,1.254483838,0.046600617,KNO3_4h_vs_KCL_4h,Upregulated,None available,0,0,0,0,No
Potra2n6c14579,207.3495593,1.263610739,0.001894824,KNO3_4h_vs_KCL_4h,Upregulated,sp|P53078|SDT1_YEAST Suppressor of disruption of TFIIS OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SDT1 PE=1 SV=1,0,AT5G02230-Haloacid dehalogenase-like hydrolase (HAD) superfamily protein Haloacid dehalogenase-like hydrolase (HAD) superfamily protein,GO:0016787-hydrolase activity,PF13242-HAD-hyrolase-like,No
Potra2n6c14333,58.83014079,1.267820025,0.003849955,KNO3_4h_vs_KCL_4h,Upregulated,sp|P53441|CATR_NAEGR Caltractin OS=Naegleria gruberi OX=5762 GN=CTN PE=2 SV=1,0,AT4G20780-calmodulin like 42 calmodulin like 42,GO:0005509-calcium ion binding,PF13499-EF-hand domain pair;PF13405-EF-hand domain,No
Potra2n4c8518,442.3704156,1.272304006,0.000225542,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q00216|TIGA_ASPNG Protein disulfide-isomerase tigA OS=Aspergillus niger OX=5061 GN=tigA PE=2 SV=1,1.8.4.8,AT4G04610-APS reductase 1 APS reductase 1,"GO:0019344-cysteine biosynthetic process;GO:0019419-sulfate reduction;GO:0003824-catalytic activity;GO:0016671-oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor;GO:0004604-phosphoadenylyl-sulfate reductase (thioredoxin) activity;GO:0045454-cell redox homeostasis;GO:0055114-oxidation-reduction process",PF00085-Thioredoxin;PF01507-Phosphoadenosine phosphosulfate reductase family,No
Potra2n14c26737,42.07954815,1.27288787,0.041006538,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q552C1|Y9957_DICDI Probable serine/threonine-protein kinase DDB_G0276181 OS=Dictyostelium discoideum OX=44689 GN=DDB_G0276181 PE=3 SV=1,0,AT5G47070-Protein kinase superfamily protein Protein kinase superfamily protein,GO:0006468-protein phosphorylation;GO:0005524-ATP binding;GO:0004672-protein kinase activity,PF07714-Protein tyrosine kinase,No
Potra2n13c25134,57.97717934,1.272925105,0.04238961,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q9Z2X2|PSD10_MOUSE 26S proteasome non-ATPase regulatory subunit 10 OS=Mus musculus OX=10090 GN=Psmd10 PE=1 SV=3,0,AT1G03670-ankyrin repeat family protein ankyrin repeat family protein,GO:0005515-protein binding,PF13962-Domain of unknown function;PF12796-Ankyrin repeats (3 copies);PF12796-Ankyrin repeats (3 copies),No
Potra2n17c31393,388.3360196,1.272978519,0.00587093,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q21407|GPCP1_CAEEL Putative glycerophosphocholine phosphodiesterase GPCPD1 homolog 1 OS=Caenorhabditis elegans OX=6239 GN=gpcp-1 PE=3 SV=2,0,AT3G02040-senescence-related gene 3 senescence-related gene 3,GO:0006629-lipid metabolic process;GO:0008081-phosphoric diester hydrolase activity,PF03009-Glycerophosphoryl diester phosphodiesterase family,No
